image,data,object_id,url,html_text,type,is_read,text,user_id,sound,title,object_type,badge,read,time,objects,badge_name,date
https://d1qhxojdkstxv7.cloudfront.net/268592/999716/new/fast-watcher-0.png,You have just unlocked the The 100 Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=268592-quick-watcher-3-bd,,badge-unlocked,true,,13991889,,,,,false,1590722469463,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/268592\/999716\/new\/fast-watcher-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/268592\/999716\/new\/fast-watcher-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/268592\/999716\/new\/fast-watcher-0-hd.png""}}]",The 100 Quick Watcher,2020-05-29T03:21:09+00:00
https://d1qhxojdkstxv7.cloudfront.net/338192/1335375/new/marathon-0.png,You have just unlocked the Devilman Crybaby Marathoner badge!,,tvst://user/13991889/badges?badge_id=338192-marathoner-3-within-24-bd,,badge-unlocked,true,,13991889,,,,,false,1590856495142,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/338192\/1335375\/new\/marathon-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/338192\/1335375\/new\/marathon-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/338192\/1335375\/new\/marathon-0-hd.png""}}]",Devilman Crybaby Marathoner,2020-05-30T16:34:55+00:00
https://d1qhxojdkstxv7.cloudfront.net/305074/62206111/new/marathon-0.png,You have just unlocked the My Hero Academia Marathoner badge!,,tvst://user/13991889/badges?badge_id=305074-marathoner-3-within-24-bd,,badge-unlocked,true,,13991889,,,,,false,1593067846958,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/305074\/62206111\/new\/marathon-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/305074\/62206111\/new\/marathon-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/305074\/62206111\/new\/marathon-0-hd.png""}}]",My Hero Academia Marathoner,2020-06-25T06:50:46+00:00
https://d1zfszn0v5ya99.cloudfront.net/user/5019566/profile_picture/5cb51934c890d_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""TvShowsQueen 🖤 commented the episode S04 | E02 of 13 Reasons Why"",""notification_id"":""episode-commented"",""thumbnail"":""https://media.tenor.co/images/cd9d6aefc0afab771b3b5351b0401b29/tenor.gif"",""url"":""tvst://show/323168/episode/7739404/comment/21629076"",""web_url"":""https://www.tvtime.com/show/323168/episode/7739404/comment/21629076""}",7739404,tvst://show/323168/episode/7739404/comment/21629076,<a href='tvst://user/5019566/profile'>TvShowsQueen 🖤</a> commented the episode <a href='tvst://show/323168/episode/7739404/detail'>S04 | E02</a> of <a href='tvst://show/323168/detail'>13 Reasons Why</a>,episode-commented,true,TvShowsQueen 🖤 commented the episode S04 | E02 of 13 Reasons Why,13991889,notif.caf,,episode,1,,1593753111963,,,
https://d1qhxojdkstxv7.cloudfront.net/361868/62022314/new/fast-watcher-0.png,You have just unlocked the Stargirl Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=361868-quick-watcher-3-bd,,badge-unlocked,true,,13991889,,,,,false,1594687196439,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361868\/62022314\/new\/fast-watcher-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361868\/62022314\/new\/fast-watcher-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361868\/62022314\/new\/fast-watcher-0-hd.png""}}]",Stargirl Quick Watcher,2020-07-14T00:39:56+00:00
https://d1qhxojdkstxv7.cloudfront.net/361034/1361853/new/fast-watcher-0.png,You have just unlocked the How to Sell Drugs Online (Fast) Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=361034-quick-watcher-3-bd,,badge-unlocked,true,,13991889,,,,,false,1595396386036,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/fast-watcher-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/fast-watcher-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/fast-watcher-0-hd.png""}}]",How to Sell Drugs Online (Fast) Quick Watcher,2020-07-22T05:39:46+00:00
https://d1qhxojdkstxv7.cloudfront.net/361034/1361853/new/marathon-0.png,You have just unlocked the How to Sell Drugs Online (Fast) Marathoner badge!,,tvst://user/13991889/badges?badge_id=361034-marathoner-3-within-24-bd,,badge-unlocked,true,,13991889,,,,,false,1595396386134,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/marathon-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/marathon-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/marathon-0-hd.png""}}]",How to Sell Drugs Online (Fast) Marathoner,2020-07-22T05:39:46+00:00
https://d1qhxojdkstxv7.cloudfront.net/361034/1361853/new/fast-watcher-1.png,You have just unlocked the How to Sell Drugs Online (Fast) Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=361034-quick-watcher-5-bd,,badge-unlocked,true,,13991889,,,,,false,1595478986496,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/fast-watcher-1-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/fast-watcher-1-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361034\/1361853\/new\/fast-watcher-1-hd.png""}}]",How to Sell Drugs Online (Fast) Quick Watcher,2020-07-23T04:36:26+00:00
https://d1qhxojdkstxv7.cloudfront.net/361868/62022314/new/fast-watcher-1.png,You have just unlocked the Stargirl Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=361868-quick-watcher-5-bd,,badge-unlocked,true,,13991889,,,,,false,1595913006715,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361868\/62022314\/new\/fast-watcher-1-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361868\/62022314\/new\/fast-watcher-1-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/361868\/62022314\/new\/fast-watcher-1-hd.png""}}]",Stargirl Quick Watcher,2020-07-28T05:10:06+00:00
https://d1qhxojdkstxv7.cloudfront.net/353764/1324017/new/fast-watcher-1.png,You have just unlocked the The Umbrella Academy Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=353764-quick-watcher-5-bd,,badge-unlocked,true,,13991889,,,,,false,1596221920515,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/353764\/1324017\/new\/fast-watcher-1-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/353764\/1324017\/new\/fast-watcher-1-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/353764\/1324017\/new\/fast-watcher-1-hd.png""}}]",The Umbrella Academy Quick Watcher,2020-07-31T18:58:40+00:00
https://d1zfszn0v5ya99.cloudfront.net/user/14142044/profile_picture/5c28d2199a8da_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""ralphdoc mentioned you in a comment about Akame ga Kill!"",""notification_id"":""mentioned-in-comment"",""url"":""tvst://show/280329/comment/947119"",""web_url"":""https://www.tvtime.com/show/280329/comment/947119""}",947119,tvst://show/280329/comment/947119,<a href='tvst://user/14142044/profile'>ralphdoc</a> mentioned you in a comment about <a href='tvst://show/280329/detail'>Akame ga Kill!</a>,mentioned-in-comment,true,ralphdoc mentioned you in a comment about Akame ga Kill!,13991889,notif.caf,,comment,1,,1596290176549,,,
,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Anonymous liked a reply you made about a comment on episode S05 | E02 of DC's Legends of Tomorrow"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/295760/episode/7287661/comment/19707714"",""web_url"":""https://www.tvtime.com/show/295760/episode/7287661/comment/19707714""}",7287661,tvst://show/295760/episode/7287661/comment/19707714,<a href='tvst://user/39124395/profile'>Anonymous</a> liked a reply you made about a comment on episode <a href='tvst://show/295760/episode/7287661/detail'>S05 | E02</a> of <a href='tvst://show/295760/detail'>DC's Legends of Tomorrow</a>,episode-reply-liked,true,Anonymous liked a reply you made about a comment on episode S05 | E02 of DC's Legends of Tomorrow,13991889,notif.caf,,episode,1,,1597652368636,,,
https://d1qhxojdkstxv7.cloudfront.net/341704/1276458/new/actor-voter-1.png,You have just unlocked the The Rain Serial Actor Voter badge!,,tvst://user/13991889/badges?badge_id=341704-serial-actor-voter-5-bd,,badge-unlocked,true,,13991889,,,,,false,1597681357622,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/341704\/1276458\/new\/actor-voter-1-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/341704\/1276458\/new\/actor-voter-1-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/341704\/1276458\/new\/actor-voter-1-hd.png""}}]",The Rain Serial Actor Voter,2020-08-17T16:22:37+00:00
https://d1qhxojdkstxv7.cloudfront.net/78831/25853/new/marathon-0.png,You have just unlocked the Drawn Together Marathoner badge!,,tvst://user/13991889/badges?badge_id=78831-marathoner-3-within-24-bd,,badge-unlocked,true,,13991889,,,,,false,1599253890846,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/78831\/25853\/new\/marathon-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/78831\/25853\/new\/marathon-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/78831\/25853\/new\/marathon-0-hd.png""}}]",Drawn Together Marathoner,2020-09-04T21:11:30+00:00
https://d1qhxojdkstxv7.cloudfront.net/364468/62310205/new/fast-watcher-0.png,You have just unlocked the Family Business (2019) Quick Watcher badge!,,tvst://user/13991889/badges?badge_id=364468-quick-watcher-3-bd,,badge-unlocked,true,,13991889,,,,,false,1599980924004,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/364468\/62310205\/new\/fast-watcher-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/364468\/62310205\/new\/fast-watcher-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/364468\/62310205\/new\/fast-watcher-0-hd.png""}}]",Family Business (2019) Quick Watcher,2020-09-13T07:08:44+00:00
https://d1zfszn0v5ya99.cloudfront.net/user/44041950/profile_picture/5f6f7476087ea_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""free sex chat www.casex.club liked a reply you made about a comment on Akame ga Kill!"",""notification_id"":""show-reply-liked"",""url"":""tvst://show/280329/comment/1422564"",""web_url"":""https://www.tvtime.com/show/280329/comment/1422564""}",280329,tvst://show/280329/comment/1422564,<a href='tvst://user/44041950/profile'>free sex chat www.casex.club</a> liked a reply you made about a comment on <a href='tvst://show/280329/detail'>Akame ga Kill!</a>,show-reply-liked,true,free sex chat www.casex.club liked a reply you made about a comment on Akame ga Kill!,13991889,notif.caf,,series,1,,1601224043848,,,
https://d1zfszn0v5ya99.cloudfront.net/user/44041950/profile_picture/5f6f7476087ea_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""free sex chat www.casex.club liked a reply you made about a comment on Better Call Saul"",""notification_id"":""show-reply-liked"",""url"":""tvst://show/273181/comment/1420637"",""web_url"":""https://www.tvtime.com/show/273181/comment/1420637""}",273181,tvst://show/273181/comment/1420637,<a href='tvst://user/44041950/profile'>free sex chat www.casex.club</a> liked a reply you made about a comment on <a href='tvst://show/273181/detail'>Better Call Saul</a>,show-reply-liked,true,free sex chat www.casex.club liked a reply you made about a comment on Better Call Saul,13991889,notif.caf,,series,1,,1601224296661,,,
https://d1zfszn0v5ya99.cloudfront.net/user/44041950/profile_picture/5f6f7476087ea_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""free sex chat www.casex.club liked a comment you made about Solar Opposites"",""notification_id"":""show-comment-liked"",""url"":""tvst://show/375892/comment/1385090"",""web_url"":""https://www.tvtime.com/show/375892/comment/1385090""}",375892,tvst://show/375892/comment/1385090,<a href='tvst://user/44041950/profile'>free sex chat www.casex.club</a> liked a comment you made about <a href='tvst://show/375892/detail'>Solar Opposites</a>,show-comment-liked,true,free sex chat www.casex.club liked a comment you made about Solar Opposites,13991889,notif.caf,,series,1,,1601226017175,,,
https://d1qhxojdkstxv7.cloudfront.net/387115/62341664/new/marathon-0.png,You have just unlocked the The Queen's Gambit Marathoner badge!,,tvst://user/13991889/badges?badge_id=387115-marathoner-3-within-24-bd,,badge-unlocked,true,,13991889,,,,,false,1604431951217,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/387115\/62341664\/new\/marathon-0-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/387115\/62341664\/new\/marathon-0-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/387115\/62341664\/new\/marathon-0-hd.png""}}]",The Queen's Gambit Marathoner,2020-11-03T19:32:31+00:00
https://d1zfszn0v5ya99.cloudfront.net/user/5019566/profile_picture/5cb51934c890d_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""TvShowsQueen 🖤 commented the episode S04 | E13 of Mr. Robot"",""notification_id"":""episode-commented"",""thumbnail"":""https://media.tenor.co/images/f9c11038c3ac8905139ab1d797c605c0/tenor.gif"",""url"":""tvst://show/289590/episode/7495678/comment/23426626"",""web_url"":""https://www.tvtime.com/show/289590/episode/7495678/comment/23426626""}",7495678,tvst://show/289590/episode/7495678/comment/23426626,<a href='tvst://user/5019566/profile'>TvShowsQueen 🖤</a> commented the episode <a href='tvst://show/289590/episode/7495678/detail'>S04 | E13</a> of <a href='tvst://show/289590/detail'>Mr. Robot</a>,episode-commented,true,TvShowsQueen 🖤 commented the episode S04 | E13 of Mr. Robot,13991889,notif.caf,,episode,1,,1608039408209,,,
https://d1zfszn0v5ya99.cloudfront.net/user/45810104/profile_picture/5fdf1daac9e18_large.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-user-follow"",""loc-key"":""Alexa Sexclub wants to follow you on TV Time"",""notification_id"":""follow-requested"",""url"":""tvst://profile/45810104"",""web_url"":""https://www.tvtime.com/profile/45810104""}",45810104,tvst://profile/45810104,<a href='tvst://profile/45810104'>Alexa Sexclub</a> wants to follow you on TV Time,follow-requested,true,Alexa Sexclub wants to follow you on TV Time,13991889,notif.caf,,user,1,,1608492049069,,,
https://d1qhxojdkstxv7.cloudfront.net/377543/62294156/new/marathon-0.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/13991889/badges?badge_id=377543-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/13991889/profile#tab-rewards""}",377543-marathoner-3-within-24-bd,tvst://user/13991889/badges?badge_id=377543-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,badge-unlocked,true,You have just unlocked the Marathoner badge!,13991889,notif.caf,,badge,1,,1614741668888,,,
https://d1qhxojdkstxv7.cloudfront.net/348545/1396988/new/marathon-0.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/13991889/badges?badge_id=348545-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/13991889/profile#tab-rewards""}",348545-marathoner-3-within-24-bd,tvst://user/13991889/badges?badge_id=348545-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,badge-unlocked,true,You have just unlocked the Marathoner badge!,13991889,notif.caf,,badge,1,,1618727020383,,,
https://d1qhxojdkstxv7.cloudfront.net/279831/1067405/new/marathon-0.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/13991889/badges?badge_id=279831-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/13991889/profile#tab-rewards""}",279831-marathoner-3-within-24-bd,tvst://user/13991889/badges?badge_id=279831-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,badge-unlocked,true,You have just unlocked the Marathoner badge!,13991889,notif.caf,,badge,1,,1625597577315,,,
https://d1qhxojdkstxv7.cloudfront.net/305074/1197519/new/fast-watcher-1.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/13991889/badges?badge_id=305074-quick-watcher-5-bd"",""web_url"":""https://www.tvtime.com/user/13991889/profile#tab-rewards""}",305074-quick-watcher-5-bd,tvst://user/13991889/badges?badge_id=305074-quick-watcher-5-bd,You have just unlocked the Quick Watcher badge!,badge-unlocked,true,You have just unlocked the Quick Watcher badge!,13991889,notif.caf,,badge,1,,1626536285363,,,
https://d1qhxojdkstxv7.cloudfront.net/305074/1197519/new/fast-watcher-2.png,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/13991889/badges?badge_id=305074-quick-watcher-10-bd"",""web_url"":""https://www.tvtime.com/user/13991889/profile#tab-rewards""}",305074-quick-watcher-10-bd,tvst://user/13991889/badges?badge_id=305074-quick-watcher-10-bd,You have just unlocked the Quick Watcher badge!,badge-unlocked,true,You have just unlocked the Quick Watcher badge!,13991889,notif.caf,,badge,1,,1630188633384,,,
